,Unnamed: 0,img_name,category,beauty_scores,score,score_bag
566,"['9978', '4894', '6560', '7092']","['4769762725.jpg', '3356838591.jpg', '55995896.jpg', '291747206.jpg']","['urban', 'people', 'urban', 'nature']","['[3, 4, 4, 4, 4]', '[3, 4, 4, 4, 4]', '[3, 3, 3, 3, 3, 3]', '[3, 3, 4, 3, 4]']","['3', '3', '2', '2']","""3"""
567,"['4689', '7855', '6605', '1907']","['2793655866.jpg', '2663795056.jpg', '578290456.jpg', '3619765817.jpg']","['nature', 'animals', 'animals', 'nature']","['[3, 3, 3, 3, 4]', '[3, 3, 3, 4, 4]', '[3, 4, 3, 3, 3, 4, 3]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
568,"['7444', '7844', '8426', '10878']","['70278045.jpg', '5172417373.jpg', '7845872504.jpg', '7496181018.jpg']","['nature', 'nature', 'urban', 'people']","['[3, 3, 4, 5, 4]', '[3, 2, 4, 5, 5]', '[3, 4, 4, 3, 4]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
569,"['11750', '2701', '2325', '2823']","['5714614885.jpg', '352747231.jpg', '6087875843.jpg', '5789340165.jpg']","['people', 'animals', 'nature', 'animals']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 4]', '[3, 3, 3, 3, 3]', '[4, 3, 3, 2, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
570,"['12843', '8295', '13470', '1624']","['5371339714.jpg', '3712775787.jpg', '2437106702.jpg', '8037193936.jpg']","['people', 'people', 'animals', 'urban']","['[2, 3, 4, 5, 4]', '[3, 4, 4, 5, 4]', '[3, 2, 2, 3, 3, 4]', '[3, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
571,"['3571', '13426', '8257', '5494']","['2809562126.jpg', '6565518529.jpg', '2094535681.jpg', '6722667601.jpg']","['animals', 'animals', 'nature', 'urban']","['[3, 3, 3, 3, 4]', '[3, 3, 3, 3, 3, 3, 4]', '[4, 3, 3, 4, 3, 4, 3, 3, 3, 4]', '[3, 2, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
572,"['9430', '8011', '3770', '11976']","['2226095398.jpg', '4694126335.jpg', '6086389448.jpg', '6350327541.jpg']","['urban', 'urban', 'urban', 'nature']","['[4, 4, 3, 4, 4, 3, 4, 4, 3, 3]', '[3, 5, 4, 3, 3, 3]', '[3, 4, 5, 3, 4]', '[3, 3, 3, 2, 2]']","['3', '3', '3', '2']","""3"""
573,"['6922', '2291', '3723', '5106']","['3918881487.jpg', '8522639784.jpg', '4334346295.jpg', '3149663554.jpg']","['nature', 'urban', 'people', 'nature']","['[2, 3, 3, 4, 3, 3, 3, 4, 4, 3]', '[3, 3, 4, 4, 3]', '[4, 2, 3, 4, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
574,"['6174', '8256', '10725', '5460']","['2301323184.jpg', '5894052896.jpg', '7141977995.jpg', '210736407.jpg']","['people', 'nature', 'people', 'urban']","['[4, 3, 4, 4, 3, 4, 5, 2, 4, 3]', '[4, 4, 3, 4, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 4, 4, 3, 4, 4]']","['3', '3', '2', '3']","""3"""
575,"['9431', '8197', '2031', '12939']","['2555347652.jpg', '5038888413.jpg', '3096757347.jpg', '6967897210.jpg']","['nature', 'animals', 'people', 'nature']","['[3, 3, 3, 4, 4]', '[3, 2, 3, 3, 3]', '[4, 3, 4, 3, 3]', '[3, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
576,"['9429', '11716', '5831', '1057']","['6189909475.jpg', '4748364132.jpg', '5837595938.jpg', '3753235172.jpg']","['people', 'urban', 'urban', 'people']","['[3, 3, 4, 3, 4, 3, 4, 3, 3, 5]', '[3, 5, 4, 4, 4]', '[3, 2, 3, 4, 3]', '[4, 4, 4, 4, 4]']","['3', '3', '2', '3']","""3"""
577,"['3175', '1224', '11496', '6264']","['8348621545.jpg', '3618225565.jpg', '3393538433.jpg', '5038572180.jpg']","['nature', 'nature', 'nature', 'nature']","['[2, 3, 3, 3, 2]', '[3, 3, 3, 3, 2]', '[3, 3, 4, 3, 4]', '[3, 3, 4, 3, 2, 4, 3, 4, 4, 4]']","['2', '2', '2', '2']","""2"""
578,"['10827', '9392', '9899', '4872']","['5809013297.jpg', '5791228117.jpg', '3455705397.jpg', '7862949982.jpg']","['nature', 'urban', 'animals', 'urban']","['[3, 3, 4, 3, 5]', '[4, 4, 4, 3, 5, 4, 4, 5, 5, 4]', '[3, 4, 3, 4, 4]', '[3, 4, 3, 3, 4]']","['3', '3', '3', '2']","""3"""
579,"['2173', '8395', '12169', '5398']","['3165989483.jpg', '4563183652.jpg', '6826496166.jpg', '4632003062.jpg']","['nature', 'people', 'urban', 'urban']","['[3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[4, 4, 3, 3, 3, 4, 3, 3, 4, 3]', '[3, 3, 3, 3, 2, 3]']","['2', '2', '2', '2']","""2"""
580,"['6597', '110', '4387', '62']","['8209507932.jpg', '5786562473.jpg', '2641814457.jpg', '778431470.jpg']","['people', 'urban', 'nature', 'urban']","['[5, 4, 4, 3, 3]', '[4, 3, 4, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
581,"['757', '1789', '11731', '2897']","['3609120106.jpg', '7557059116.jpg', '2577489360.jpg', '6312179420.jpg']","['animals', 'animals', 'nature', 'people']","['[3, 4, 3, 3, 3, 3, 3, 3, 4, 4]', '[4, 4, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
582,"['12290', '5317', '2865', '9922']","['3257532663.jpg', '4814798501.jpg', '6104735500.jpg', '5001785796.jpg']","['nature', 'animals', 'animals', 'urban']","['[4, 4, 3, 5, 3]', '[4, 4, 4, 4, 4, 3, 3, 3, 4, 3]', '[4, 4, 3, 4, 4]', '[3, 4, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
583,"['5384', '1799', '12724', '7319']","['5545274735.jpg', '5592674524.jpg', '2414071202.jpg', '8264879034.jpg']","['nature', 'nature', 'animals', 'people']","['[3, 4, 4, 3, 3, 3, 4]', '[3, 3, 3, 3, 3]', '[4, 4, 3, 3, 3]', '[3, 4, 4, 3, 2]']","['2', '2', '2', '2']","""2"""
584,"['7540', '759', '10134', '4866']","['5975620532.jpg', '4538854360.jpg', '5601922630.jpg', '3400397562.jpg']","['people', 'animals', 'animals', 'nature']","['[4, 4, 5, 4, 4]', '[5, 4, 3, 4, 4, 4]', '[3, 4, 4, 4, 4]', '[3, 5, 4, 4, 4]']","['3', '3', '3', '3']","""3"""
585,"['10132', '1323', '10307', '11780']","['5247448764.jpg', '6286839045.jpg', '5705061144.jpg', '308582407.jpg']","['urban', 'nature', 'nature', 'urban']","['[4, 3, 3, 4, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]', '[3, 3, 3, 3, 3, 3, 3, 4, 3, 4]', '[4, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
586,"['409', '2794', '9668', '624']","['7744691640.jpg', '1372521470.jpg', '3453064015.jpg', '3099800070.jpg']","['animals', 'nature', 'animals', 'urban']","['[3, 4, 3, 4, 4]', '[3, 4, 4, 5, 4]', '[3, 3, 3, 2, 3]', '[3, 4, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
587,"['12758', '12257', '7510', '8241']","['5460503262.jpg', '2209948928.jpg', '470347860.jpg', '6943234383.jpg']","['urban', 'nature', 'animals', 'nature']","['[3, 3, 3, 4, 4]', '[3, 3, 3, 3, 3]', '[5, 3, 3, 3, 3, 3]', '[4, 4, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
588,"['2246', '13396', '8560', '2508']","['7253018324.jpg', '1057613629.jpg', '8215490738.jpg', '6129039732.jpg']","['animals', 'people', 'urban', 'nature']","['[4, 5, 3, 4, 3, 2, 4]', '[5, 4, 5, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 4, 3, 3]']","['3', '3', '2', '2']","""3"""
589,"['11116', '13568', '6410', '2658']","['5224972355.jpg', '6179094657.jpg', '6282468581.jpg', '6178919022.jpg']","['urban', 'people', 'nature', 'nature']","['[3, 3, 2, 3, 3]', '[3, 3, 3, 4, 3]', '[4, 3, 3, 3, 4]', '[3, 3, 3, 3, 4, 3, 4, 3, 4, 4]']","['2', '2', '2', '2']","""2"""
590,"['2574', '904', '3082', '2347']","['6801803109.jpg', '6069589604.jpg', '5586123505.jpg', '6893499328.jpg']","['animals', 'people', 'urban', 'nature']","['[3, 4, 3, 4, 4, 4, 3]', '[5, 4, 4, 4, 4]', '[3, 4, 4, 5, 5]', '[3, 3, 3, 3, 2]']","['3', '3', '3', '2']","""3"""
591,"['10428', '11201', '7053', '11884']","['3080672504.jpg', '6351705417.jpg', '473276000.jpg', '3412889770.jpg']","['nature', 'urban', 'nature', 'animals']","['[2, 3, 3, 3, 3]', '[3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 2, 3, 4]']","['2', '2', '2', '2']","""2"""
592,"['11254', '10597', '9468', '11340']","['2447322.jpg', '4540838315.jpg', '2040586515.jpg', '156310323.jpg']","['nature', 'nature', 'nature', 'nature']","['[4, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4]', '[4, 3, 3, 4, 3, 5, 3, 4, 3, 3]', '[4, 4, 3, 4, 4]', '[3, 4, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
593,"['13323', '10413', '1697', '6515']","['7642791232.jpg', '110732596.jpg', '4138775987.jpg', '3962603632.jpg']","['nature', 'nature', 'animals', 'animals']","['[5, 3, 3, 3, 3]', '[2, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 2]', '[4, 4, 2, 3, 2]']","['2', '2', '2', '2']","""2"""
594,"['5354', '1747', '7281', '675']","['4550843531.jpg', '1183398268.jpg', '7460514110.jpg', '3377993876.jpg']","['people', 'urban', 'people', 'people']","['[4, 4, 4, 3, 4]', '[4, 4, 4, 4, 4]', '[4, 4, 4, 4, 3]', '[3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
595,"['3377', '3211', '10210', '7267']","['4529107822.jpg', '7960474110.jpg', '5273290909.jpg', '1402520713.jpg']","['nature', 'people', 'urban', 'urban']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 2, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
596,"['11816', '4539', '3891', '4106']","['1249683068.jpg', '301564383.jpg', '6978908936.jpg', '6690734665.jpg']","['animals', 'animals', 'nature', 'urban']","['[4, 4, 4, 5, 5]', '[4, 4, 4, 3, 4, 4, 4]', '[5, 4, 4, 4, 5, 3, 3, 4, 5, 4]', '[3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3]']","['3', '3', '3', '2']","""3"""
597,"['6260', '334', '7307', '1805']","['6877768996.jpg', '6864451482.jpg', '247618822.jpg', '3397188361.jpg']","['urban', 'animals', 'animals', 'nature']","['[2, 3, 3, 3, 3]', '[3, 3, 2, 3, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 3, 3, 5]']","['2', '2', '2', '2']","""2"""
598,"['4066', '4905', '6273', '9527']","['7780360820.jpg', '6515997025.jpg', '5381687910.jpg', '6113256784.jpg']","['animals', 'animals', 'nature', 'nature']","['[4, 4, 4, 3, 4, 3]', '[3, 4, 4, 4, 4]', '[3, 3, 3, 3, 4]', '[2, 2, 4, 4, 4]']","['3', '3', '2', '2']","""3"""
599,"['6454', '8635', '530', '2796']","['2940761457.jpg', '3601803818.jpg', '3264104085.jpg', '3036463026.jpg']","['nature', 'nature', 'animals', 'people']","['[3, 3, 3, 4, 3]', '[3, 3, 3, 3, 3]', '[3, 4, 3, 4, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
600,"['1738', '11387', '2709', '13116']","['3693555339.jpg', '6449948049.jpg', '8215099817.jpg', '5722262592.jpg']","['animals', 'people', 'urban', 'urban']","['[4, 3, 5, 4, 3, 5, 4, 4, 4, 4, 4, 4]', '[3, 4, 4, 4, 4]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
601,"['2131', '818', '9171', '664']","['2086944177.jpg', '3165625391.jpg', '5250799143.jpg', '6273892390.jpg']","['animals', 'animals', 'urban', 'people']","['[3, 3, 4, 4, 3]', '[3, 3, 4, 4, 3]', '[3, 3, 3, 2, 3]', '[3, 2, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
602,"['10283', '9045', '4512', '11242']","['6097387675.jpg', '1677996119.jpg', '2346549702.jpg', '7330496202.jpg']","['animals', 'nature', 'animals', 'animals']","['[4, 4, 3, 4, 4]', '[3, 4, 3, 5, 3]', '[4, 3, 4, 3, 3]', '[4, 4, 4, 4, 5]']","['3', '3', '2', '3']","""3"""
603,"['102', '6290', '2543', '11198']","['270891582.jpg', '2900335632.jpg', '2730331236.jpg', '364429984.jpg']","['nature', 'urban', 'nature', 'urban']","['[3, 4, 4, 4, 3, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 2]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
604,"['184', '2088', '6578', '4030']","['2548545238.jpg', '2594499045.jpg', '8452678453.jpg', '4967860761.jpg']","['nature', 'animals', 'urban', 'nature']","['[4, 3, 5, 3, 3]', '[4, 4, 4, 4, 3]', '[4, 3, 4, 4, 3]', '[3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
605,"['5937', '5839', '10409', '1883']","['140422934.jpg', '3041145016.jpg', '276790187.jpg', '284668831.jpg']","['urban', 'nature', 'nature', 'animals']","['[4, 4, 3, 3, 3]', '[3, 3, 4, 3, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
606,"['2283', '3804', '7498', '11446']","['5126513587.jpg', '8279799062.jpg', '3207021303.jpg', '5540423737.jpg']","['animals', 'nature', 'people', 'animals']","['[4, 5, 4, 4, 4]', '[3, 3, 4, 4, 4]', '[3, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
607,"['2360', '11434', '1174', '973']","['6710523511.jpg', '5015530503.jpg', '7273712452.jpg', '2695713042.jpg']","['urban', 'nature', 'nature', 'people']","['[3, 3, 3, 4, 4]', '[3, 3, 3, 2, 2]', '[3, 4, 1, 3, 4]', '[3, 3, 4, 4, 2]']","['2', '2', '2', '2']","""2"""
608,"['9883', '10903', '2763', '6452']","['221292472.jpg', '2239790269.jpg', '2415349492.jpg', '5069231591.jpg']","['people', 'animals', 'people', 'people']","['[4, 4, 3, 4, 5]', '[4, 3, 5, 5, 5, 5, 4, 5, 5, 4]', '[4, 5, 4, 4, 4]', '[3, 3, 3, 2, 3]']","['3', '3', '3', '2']","""3"""
609,"['724', '4474', '5033', '11785']","['309015593.jpg', '2466563143.jpg', '5182547349.jpg', '2360237841.jpg']","['animals', 'urban', 'nature', 'nature']","['[3, 3, 3, 3, 3]', '[3, 2, 3, 3, 3]', '[3, 3, 3, 3, 4, 3, 4, 3, 3, 3]', '[4, 3, 2, 4, 3]']","['2', '2', '2', '2']","""2"""
610,"['648', '7104', '13527', '2017']","['6840833818.jpg', '6579455335.jpg', '2993679774.jpg', '5902555360.jpg']","['nature', 'urban', 'nature', 'animals']","['[4, 4, 4, 3, 4]', '[3, 4, 4, 4, 4]', '[3, 4, 3, 4, 3, 4, 4, 4, 4, 4]', '[5, 5, 3, 4, 5, 3]']","['3', '3', '3', '3']","""3"""
611,"['12397', '6977', '275', '4509']","['5565179714.jpg', '7054596047.jpg', '6656759343.jpg', '5688160876.jpg']","['people', 'animals', 'urban', 'nature']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[2, 3, 3, 4, 4]', '[3, 3, 3, 3, 3, 3, 3, 4, 3, 4]']","['2', '2', '2', '2']","""2"""
612,"['12445', '9511', '4969', '5362']","['116382077.jpg', '2965603000.jpg', '3274059381.jpg', '3863851004.jpg']","['people', 'people', 'people', 'nature']","['[3, 3, 4, 4, 4]', '[4, 4, 3, 4, 4]', '[4, 3, 4, 3, 4]', '[3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
613,"['4554', '2618', '4545', '6735']","['2116303720.jpg', '5703398682.jpg', '3694908634.jpg', '4034335722.jpg']","['animals', 'people', 'nature', 'nature']","['[3, 2, 3, 3, 4]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
614,"['1548', '10928', '4963', '998']","['1328436174.jpg', '2388560622.jpg', '7941071438.jpg', '5602355972.jpg']","['animals', 'animals', 'animals', 'people']","['[4, 4, 5, 3, 4]', '[4, 4, 4, 4, 5]', '[3, 4, 4, 4, 4]', '[3, 4, 4, 3, 5]']","['3', '3', '3', '3']","""3"""
615,"['3825', '12752', '1351', '12704']","['3493426697.jpg', '67451997.jpg', '4889815128.jpg', '2260239003.jpg']","['urban', 'animals', 'urban', 'people']","['[3, 3, 4, 4, 3]', '[3, 3, 4, 4, 3, 3, 3, 4, 3, 4]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
616,"['5199', '2041', '821', '3621']","['8363824684.jpg', '5493162546.jpg', '2151944565.jpg', '7109176877.jpg']","['urban', 'nature', 'nature', 'urban']","['[5, 3, 4, 3, 3]', '[4, 4, 3, 4, 5]', '[4, 3, 5, 3, 3, 3, 3, 3, 4, 3]', '[2, 3, 4, 2, 5]']","['3', '3', '2', '2']","""3"""
617,"['10848', '2335', '6399', '12217']","['3294536155.jpg', '7437944180.jpg', '145996316.jpg', '28724855.jpg']","['people', 'people', 'urban', 'people']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 2]', '[3, 3, 2, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
618,"['9863', '9395', '6373', '3365']","['3835258876.jpg', '7704414150.jpg', '6302942723.jpg', '78515876.jpg']","['animals', 'urban', 'urban', 'nature']","['[4, 4, 5, 4, 4]', '[4, 4, 5, 4, 4, 4]', '[3, 4, 4, 3, 4, 5]', '[3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
619,"['990', '7149', '13514', '7538']","['5036866720.jpg', '5372879381.jpg', '3934675380.jpg', '49114690.jpg']","['nature', 'urban', 'urban', 'urban']","['[3, 3, 3, 5, 3]', '[3, 3, 3, 2, 3]', '[3, 3, 3, 4, 3, 3]', '[3, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
620,"['7866', '1105', '3707', '107']","['3243326002.jpg', '3043399920.jpg', '3053694247.jpg', '2316515687.jpg']","['nature', 'animals', 'nature', 'nature']","['[4, 4, 4, 5, 5, 4, 3, 4, 4, 4, 4, 4, 4, 2, 3]', '[3, 4, 2, 3, 4, 5]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[4, 4, 3, 4, 4]']","['3', '3', '2', '3']","""3"""
621,"['8146', '5127', '434', '3645']","['2601219984.jpg', '5820374751.jpg', '8162628295.jpg', '6627354791.jpg']","['nature', 'animals', 'nature', 'animals']","['[3, 3, 2, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 4, 4, 2, 3]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
622,"['8075', '177', '2132', '3917']","['7958563778.jpg', '7563129630.jpg', '5141922485.jpg', '6557192255.jpg']","['animals', 'people', 'animals', 'people']","['[4, 4, 4, 4, 3]', '[4, 4, 4, 3, 4]', '[4, 3, 3, 4, 3, 4]', '[4, 3, 3, 4, 4]']","['3', '3', '3', '3']","""3"""
623,"['12973', '8454', '1223', '2407']","['4341780115.jpg', '6193957872.jpg', '4574377771.jpg', '8170223760.jpg']","['animals', 'people', 'people', 'urban']","['[3, 3, 3, 4, 4]', '[4, 3, 3, 3, 4]', '[2, 3, 4, 3, 4]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
624,"['8607', '10996', '4269', '2422']","['6061249497.jpg', '4206020744.jpg', '7841380964.jpg', '7507657760.jpg']","['animals', 'nature', 'animals', 'animals']","['[4, 5, 4, 4, 3]', '[3, 3, 4, 4, 4]', '[5, 4, 4, 5, 4, 4]', '[4, 4, 4, 4, 4]']","['3', '3', '3', '3']","""3"""
625,"['7708', '4920', '9056', '6920']","['4693555018.jpg', '3645238811.jpg', '4383471246.jpg', '3844824488.jpg']","['nature', 'animals', 'animals', 'nature']","['[3, 3, 3, 4, 3]', '[3, 3, 4, 4, 3]', '[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 4, 4, 2, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
626,"['9676', '11723', '9159', '8509']","['154053611.jpg', '7542571294.jpg', '3710653715.jpg', '6031443210.jpg']","['nature', 'urban', 'urban', 'people']","['[4, 4, 3, 4, 4, 3, 3, 3, 4, 4]', '[4, 3, 4, 4, 3, 4]', '[4, 3, 3, 4, 3]', '[3, 3, 4, 3, 3]']","['3', '3', '2', '2']","""3"""
627,"['12294', '7372', '3844', '12623']","['3442184605.jpg', '5573593507.jpg', '2115580308.jpg', '2294454117.jpg']","['animals', 'urban', 'urban', 'nature']","['[3, 3, 2, 3, 3]', '[3, 4, 4, 3, 3]', '[3, 3, 2, 3, 3]', '[3, 3, 4, 3, 4, 4, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
628,"['7168', '4383', '8587', '5964']","['8268480480.jpg', '5733878603.jpg', '959007197.jpg', '8252125206.jpg']","['people', 'animals', 'nature', 'urban']","['[4, 3, 4, 3, 5]', '[4, 4, 4, 4, 5, 4]', '[3, 3, 3, 3, 3]', '[4, 4, 4, 2, 4]']","['3', '3', '2', '3']","""3"""
629,"['328', '10585', '10220', '12829']","['4014072416.jpg', '183308397.jpg', '352957831.jpg', '7616550086.jpg']","['nature', 'nature', 'urban', 'urban']","['[3, 3, 3, 3, 4]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 2, 4, 5, 3]']","['2', '2', '2', '2']","""2"""
630,"['10070', '4060', '6025', '4262']","['7616169318.jpg', '7692576580.jpg', '386892932.jpg', '4593127567.jpg']","['urban', 'people', 'animals', 'animals']","['[4, 3, 4, 5, 4]', '[4, 4, 4, 4, 4]', '[4, 5, 4, 3, 4, 4, 5, 4, 4, 4, 4]', '[3, 4, 2, 3, 4]']","['3', '3', '3', '2']","""3"""
631,"['322', '5909', '3608', '5211']","['2695061798.jpg', '3684999243.jpg', '3205643302.jpg', '4944520276.jpg']","['people', 'nature', 'nature', 'people']","['[2, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]', '[3, 2, 3, 2, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
632,"['7364', '12632', '2556', '1421']","['6595902861.jpg', '2304376848.jpg', '6046926738.jpg', '6990416705.jpg']","['urban', 'people', 'people', 'people']","['[4, 3, 4, 4, 4]', '[5, 4, 4, 4, 4]', '[3, 3, 4, 3, 4, 4, 5, 4, 3, 3]', '[4, 4, 4, 4, 3]']","['3', '3', '3', '3']","""3"""
633,"['11123', '9367', '1588', '655']","['3067266568.jpg', '8499480158.jpg', '6140371362.jpg', '74341943.jpg']","['nature', 'animals', 'nature', 'nature']","['[3, 3, 3, 2, 4, 3, 3, 3, 3, 3]', '[4, 3, 4, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 4, 3, 3]', '[2, 4, 3, 3, 5]']","['2', '2', '2', '2']","""2"""
634,"['1161', '93', '3962', '6620']","['7188919766.jpg', '7837306738.jpg', '8179158505.jpg', '7331419728.jpg']","['animals', 'animals', 'nature', 'nature']","['[3, 5, 4, 4, 4]', '[4, 4, 4, 4, 4]', '[3, 3, 4, 5, 3]', '[3, 4, 4, 4, 5]']","['3', '3', '3', '3']","""3"""
635,"['749', '11437', '5956', '3767']","['3790176029.jpg', '8193006788.jpg', '5176503725.jpg', '4199377065.jpg']","['urban', 'urban', 'nature', 'nature']","['[3, 3, 2, 4, 3, 3]', '[3, 2, 2, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
636,"['13503', '6170', '5260', '12425']","['4692646372.jpg', '4561161402.jpg', '5517093538.jpg', '5877653839.jpg']","['animals', 'animals', 'nature', 'nature']","['[3, 3, 4, 4, 4]', '[4, 3, 4, 4, 3]', '[3, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
637,"['11973', '6583', '722', '820']","['3520218566.jpg', '7341581360.jpg', '8073827001.jpg', '7800563892.jpg']","['people', 'animals', 'people', 'urban']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 4, 4, 3, 3, 3, 3, 3, 3]', '[3, 3, 4, 3, 3, 3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
638,"['3272', '9455', '3603', '2378']","['7712787934.jpg', '5414702712.jpg', '5942349767.jpg', '7538003108.jpg']","['people', 'animals', 'people', 'people']","['[5, 4, 4, 3, 3]', '[3, 4, 4, 5, 3]', '[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 4]']","['3', '3', '2', '2']","""3"""
639,"['11793', '8828', '6382', '11355']","['5684401235.jpg', '2683820256.jpg', '2827881858.jpg', '1799987523.jpg']","['nature', 'people', 'urban', 'animals']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[5, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
640,"['1268', '10292', '6211', '6955']","['7456130448.jpg', '6005735865.jpg', '4659422431.jpg', '6626489809.jpg']","['animals', 'urban', 'people', 'people']","['[4, 4, 5, 4, 4]', '[4, 3, 4, 5, 3]', '[4, 3, 2, 3, 3, 3, 2, 4, 3, 3]', '[4, 3, 3, 4, 4, 4, 3, 4, 4, 3]']","['3', '3', '2', '3']","""3"""
641,"['1264', '5948', '5785', '7747']","['2166743845.jpg', '4476286338.jpg', '313898183.jpg', '2801082985.jpg']","['people', 'nature', 'people', 'animals']","['[3, 3, 3, 3, 3]', '[3, 3, 4, 3, 4]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 4, 4]']","['2', '2', '2', '2']","""2"""
642,"['6859', '8237', '2490', '139']","['291117011.jpg', '5529859603.jpg', '8363636802.jpg', '4548759929.jpg']","['nature', 'people', 'people', 'animals']","['[4, 4, 4, 3, 5, 4, 3, 4, 5, 4, 3, 3, 4, 3, 3]', '[5, 4, 3, 4, 4]', '[3, 4, 5, 4, 4, 4, 4, 5, 4, 4]', '[4, 3, 4, 3, 3]']","['3', '3', '3', '2']","""3"""
643,"['4332', '11711', '2843', '13300']","['3909482681.jpg', '277430497.jpg', '127809435.jpg', '2262813354.jpg']","['animals', 'urban', 'animals', 'animals']","['[3, 3, 3, 4, 3]', '[3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[2, 3, 2, 2, 4]']","['2', '2', '2', '2']","""2"""
