,img_name,subject,age,age_group
878,047A27.JPG,047,27,25-40
935,017A15.JPG,017,15,12-16
591,059A02a.JPG,059,2,00-03
604,032A24.JPG,032,24,17-24
109,002A12.JPG,002,12,12-16
456,075A02.JPG,075,2,00-03
954,024A18.JPG,024,18,17-24
141,049A17.JPG,049,17,17-24
794,010A18.JPG,010,18,17-24
28,039A45.JPG,039,45,41+
286,046A20.JPG,046,20,17-24
621,058A10.JPG,058,10,04-11
537,077A09.JPG,077,9,04-11
446,016A16.JPG,016,16,12-16
298,029A20.JPG,029,20,17-24
329,027A18.JPG,027,18,17-24
765,078A04.JPG,078,4,04-11
163,034A16.JPG,034,16,12-16
601,046A14.JPG,046,14,12-16
554,053A08.JPG,053,8,04-11
978,010A07a.JPG,010,7,04-11
668,081A02.JPG,081,2,00-03
722,060A02.JPG,060,2,00-03
90,017A26.JPG,017,26,25-40
