,img_name,subject,age,age_group
28,039A45.JPG,039,45,41+
680,048A16.JPG,048,16,12-16
865,052A16.JPG,052,16,12-16
665,072A29.JPG,072,29,25-40
417,035A09.JPG,035,9,04-11
107,057A07.JPG,057,7,04-11
80,021A27.JPG,021,27,25-40
43,005A30.JPG,005,30,25-40
774,071A35.JPG,071,35,25-40
481,029A16.JPG,029,16,12-16
944,034A35.JPG,034,35,25-40
116,010A12.JPG,010,12,12-16
299,033A44.JPG,033,44,41+
649,011A15.JPG,011,15,12-16
407,022A11.JPG,022,11,04-11
248,025A23.JPG,025,23,17-24
154,059A07.JPG,059,7,04-11
621,058A10.JPG,058,10,04-11
956,024A30.JPG,024,30,25-40
327,075A10.JPG,075,10,04-11
158,049A16.JPG,049,16,12-16
607,035A01.JPG,035,1,00-03
914,009A03.JPG,009,3,00-03
966,024A19.JPG,024,19,17-24
