,Unnamed: 0,img_name,category,beauty_scores,score
9552,9552,5619552229.jpg,people,"[4, 4, 3, 4, 4]",3
10988,10988,7214105974.jpg,urban,"[5, 4, 4, 4, 4]",3
13196,13196,3027033658.jpg,animals,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
3887,3887,2432352731.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6277,6277,7894384434.jpg,urban,"[3, 3, 3, 5, 3, 4]",3
10680,10680,5877826851.jpg,nature,"[4, 3, 4, 3, 3]",2
1210,1210,5848431400.jpg,people,"[3, 3, 4, 3, 3]",2
8904,8904,2726469027.jpg,nature,"[3, 3, 4, 4, 3]",2
8870,8870,8499362489.jpg,urban,"[4, 3, 4, 3, 4]",3
2238,2238,581892867.jpg,people,"[3, 4, 5, 3, 5]",3
9691,9691,6266112438.jpg,people,"[3, 3, 4, 3, 3]",2
9747,9747,8395254630.jpg,people,"[4, 4, 3, 4, 3]",3
3116,3116,7796354062.jpg,nature,"[4, 3, 4, 4, 4]",3
4759,4759,7580230690.jpg,animals,"[3, 3, 3, 3, 3]",2
3527,3527,4554469673.jpg,nature,"[3, 3, 3, 3, 3]",2
8001,8001,5400526538.jpg,nature,"[4, 3, 3, 4, 4]",3
8265,8265,1531136372.jpg,nature,"[3, 4, 3, 3, 3, 3, 4, 4, 4, 3]",2
10310,10310,2419281686.jpg,animals,"[3, 4, 4, 4, 5]",3
6765,6765,4733823624.jpg,animals,"[4, 3, 4, 4, 3]",3
5852,5852,6360419071.jpg,animals,"[5, 3, 4, 3, 3]",3
1434,1434,5589159310.jpg,urban,"[3, 3, 4, 2, 3]",2
13565,13565,5398709540.jpg,nature,"[2, 3, 1, 4, 5]",2
92,92,22412729.jpg,people,"[3, 4, 3, 4, 5]",3
7120,7120,6331965357.jpg,people,"[4, 3, 3, 4, 3]",2
7225,7225,4647280753.jpg,animals,"[4, 4, 5, 4, 5, 3, 4]",3
13338,13338,1936527056.jpg,animals,"[4, 4, 4, 4, 3, 3, 4]",3
12055,12055,3794108384.jpg,nature,"[4, 3, 4, 3, 3]",2
5146,5146,4696041693.jpg,animals,"[4, 4, 4, 3, 3, 5, 4, 3, 4, 3]",3
11137,11137,1562408813.jpg,urban,"[4, 3, 4, 3, 3]",2
8139,8139,2320307256.jpg,nature,"[3, 3, 3, 4, 2]",2
12849,12849,437763191.jpg,animals,"[3, 3, 3, 2, 3, 3]",2
5477,5477,7519371360.jpg,animals,"[2, 2, 2, 2, 4, 4, 3, 4, 2, 1, 2, 4]",2
5234,5234,7847366374.jpg,urban,"[3, 3, 3, 3, 4]",2
12069,12069,3589148460.jpg,animals,"[4, 4, 3, 3, 4]",3
2924,2924,7335848660.jpg,people,"[4, 4, 4, 3, 4]",3
1084,1084,7480682358.jpg,nature,"[4, 3, 3, 3, 3]",2
428,428,2497635845.jpg,people,"[4, 3, 3, 3, 4]",2
8583,8583,4770483577.jpg,animals,"[4, 4, 4, 4, 4]",3
9858,9858,6963659180.jpg,animals,"[3, 3, 3, 4, 5, 3, 4, 3, 4, 3]",3
7249,7249,4829766353.jpg,urban,"[3, 3, 2, 3, 3]",2
12713,12713,6171982206.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 1, 3]",2
13509,13509,8209043184.jpg,animals,"[3, 4, 4, 4, 3]",3
5421,5421,2788289748.jpg,people,"[5, 4, 5, 4, 4]",3
13316,13316,3774573324.jpg,nature,"[3, 5, 4, 3, 3, 2, 4, 5, 4, 5, 3, 5, 5, 4, 4]",3
408,408,4717467249.jpg,urban,"[3, 3, 3, 4, 3]",2
10213,10213,5564928384.jpg,people,"[3, 4, 3, 4, 3]",2
1608,1608,6179617299.jpg,nature,"[2, 3, 5, 3, 3]",2
4397,4397,5179327915.jpg,animals,"[4, 3, 3, 3, 3]",2
5937,5937,140422934.jpg,urban,"[4, 4, 3, 3, 3]",2
2900,2900,7209062772.jpg,people,"[4, 4, 4, 3, 3]",3
11258,11258,1396963096.jpg,urban,"[3, 3, 3, 3, 3, 2]",2
3921,3921,7519909046.jpg,nature,"[3, 3, 5, 3, 5]",3
8358,8358,4422940902.jpg,animals,"[2, 2, 2, 3, 2, 2]",1
8351,8351,2147217851.jpg,people,"[3, 3, 3, 3, 2]",2
5263,5263,8439420868.jpg,nature,"[3, 3, 3, 3, 3]",2
949,949,3649760814.jpg,people,"[3, 3, 3, 4, 3]",2
8221,8221,452116693.jpg,nature,"[3, 4, 3, 4, 4]",3
8183,8183,3876645733.jpg,urban,"[4, 4, 5, 5, 5]",4
4617,4617,6367335559.jpg,animals,"[4, 4, 4, 4, 4]",3
7402,7402,3752819339.jpg,animals,"[4, 4, 4, 4, 5]",3
6023,6023,5554969933.jpg,urban,"[4, 4, 3, 4, 5]",3
10418,10418,2456563295.jpg,people,"[4, 4, 3, 3, 4]",3
5385,5385,2469746624.jpg,animals,"[3, 3, 3, 3, 2]",2
5899,5899,3559577883.jpg,people,"[4, 3, 4, 4, 3]",3
12053,12053,6697804365.jpg,animals,"[4, 3, 3, 4, 3]",2
5058,5058,167510783.jpg,nature,"[3, 3, 3, 2, 2]",2
2477,2477,6397533445.jpg,people,"[3, 3, 3, 3, 3]",2
1421,1421,6990416705.jpg,people,"[4, 4, 4, 4, 3]",3
13328,13328,6972054437.jpg,people,"[4, 4, 4, 5, 5]",3
2771,2771,2520495011.jpg,urban,"[3, 3, 3, 3, 3]",2
819,819,4307315557.jpg,nature,"[3, 3, 3, 3, 3]",2
5687,5687,5336941120.jpg,animals,"[4, 4, 4, 4, 3]",3
10208,10208,1812650937.jpg,nature,"[3, 4, 4, 4, 3, 4, 3, 3, 4, 5]",3
12226,12226,4175618432.jpg,nature,"[3, 3, 3, 3, 3]",2
10779,10779,4166375094.jpg,people,"[4, 3, 3, 3, 3]",2
12667,12667,8075448323.jpg,people,"[3, 3, 3, 3, 3]",2
3455,3455,4974515048.jpg,nature,"[4, 4, 4, 4, 4]",3
1285,1285,1809494614.jpg,urban,"[3, 3, 3, 3, 3]",2
12993,12993,2590227152.jpg,urban,"[3, 3, 4, 4, 3]",2
9553,9553,4151612510.jpg,animals,"[4, 4, 4, 3, 5]",3
6174,6174,2301323184.jpg,people,"[4, 3, 4, 4, 3, 4, 5, 2, 4, 3]",3
4948,4948,4534584782.jpg,nature,"[3, 3, 3, 3, 3]",2
1091,1091,622525629.jpg,animals,"[2, 3, 3, 3, 3]",2
3344,3344,5124336314.jpg,urban,"[3, 3, 3, 3, 4, 3]",2
73,73,8035951185.jpg,nature,"[3, 3, 4, 4, 4]",3
2442,2442,5037376106.jpg,nature,"[4, 4, 4, 3, 4]",3
8118,8118,3845472878.jpg,nature,"[3, 3, 4, 3, 3]",2
9220,9220,5183798878.jpg,urban,"[3, 3, 3, 3, 3]",2
10436,10436,3094752363.jpg,nature,"[3, 3, 3, 2, 4, 3, 3, 3, 4, 3]",2
12374,12374,3421027755.jpg,nature,"[3, 3, 4, 3, 3, 4, 3, 3, 4, 4]",2
291,291,4983323227.jpg,urban,"[3, 3, 3, 3, 4]",2
5038,5038,6982352127.jpg,people,"[4, 4, 3, 4, 4]",3
7406,7406,796626837.jpg,nature,"[4, 3, 3, 4, 3]",2
7944,7944,6828963811.jpg,people,"[2, 2, 2, 4, 4, 4, 4, 4, 1, 4]",2
2089,2089,5830910906.jpg,urban,"[3, 3, 3, 3, 3]",2
13544,13544,3445566157.jpg,nature,"[4, 3, 3, 3, 3]",2
1801,1801,4287571207.jpg,urban,"[3, 3, 3, 3, 3]",2
12448,12448,4136178849.jpg,nature,"[3, 3, 3, 3, 3]",2
3378,3378,2834843036.jpg,urban,"[4, 3, 4, 4, 4, 3]",3
4112,4112,4609348065.jpg,nature,"[3, 3, 3, 4, 3, 3, 3, 3, 3, 3]",2
3090,3090,8043478606.jpg,people,"[3, 3, 3, 3, 4]",2
318,318,5188350865.jpg,nature,"[3, 3, 3, 3, 3]",2
5936,5936,7618348488.jpg,animals,"[3, 3, 3, 3, 3, 4]",2
8678,8678,7002127766.jpg,people,"[4, 4, 3, 4, 4]",3
3615,3615,2586039472.jpg,nature,"[4, 3, 4, 3, 4]",3
10114,10114,3844431908.jpg,urban,"[3, 3, 3, 3, 3]",2
1825,1825,6266198557.jpg,people,"[3, 3, 3, 3, 3]",2
4985,4985,5674285530.jpg,nature,"[3, 3, 3, 3, 3]",2
8846,8846,45663547.jpg,urban,"[4, 3, 3, 3, 3, 3, 3]",2
144,144,4943609306.jpg,nature,"[3, 3, 4, 3, 4]",2
11878,11878,4470059915.jpg,nature,"[3, 3, 3, 3, 3]",2
10932,10932,8468404351.jpg,urban,"[4, 4, 4, 3, 3]",3
6729,6729,2132438847.jpg,nature,"[2, 3, 2, 4, 4]",2
3424,3424,3309226107.jpg,animals,"[4, 5, 4, 4, 5]",3
9451,9451,8258450016.jpg,urban,"[4, 2, 3, 5, 2, 3]",2
12526,12526,4628125873.jpg,animals,"[3, 4, 2, 4, 4]",2
1830,1830,5605931221.jpg,nature,"[5, 3, 4, 3, 3]",3
12314,12314,3702955348.jpg,animals,"[3, 3, 3, 4, 3, 3, 3, 3, 3, 3]",2
85,85,5916875840.jpg,people,"[4, 4, 4, 4, 3]",3
2473,2473,2407302467.jpg,nature,"[3, 3, 2, 3, 3]",2
1219,1219,8439542838.jpg,people,"[3, 3, 3, 2, 3]",2
3404,3404,5046551255.jpg,nature,"[3, 3, 3, 3, 3]",2
4382,4382,4508396413.jpg,nature,"[3, 3, 3, 3, 3]",2
9583,9583,4711043082.jpg,nature,"[3, 3, 3, 3, 3]",2
5635,5635,3679906367.jpg,animals,"[3, 3, 3, 3, 3]",2
2948,2948,5642151900.jpg,urban,"[4, 5, 3, 3, 5]",3
6418,6418,4122637413.jpg,people,"[4, 4, 3, 4, 3]",3
10945,10945,3763986023.jpg,people,"[4, 3, 3, 3, 3]",2
594,594,8302745795.jpg,nature,"[3, 4, 5, 3, 2]",2
5967,5967,3383955102.jpg,nature,"[3, 3, 3, 3, 3]",2
4900,4900,5927713168.jpg,animals,"[4, 3, 4, 4, 4]",3
2400,2400,2631978985.jpg,animals,"[4, 4, 4, 5, 5]",3
2894,2894,3235402043.jpg,nature,"[3, 2, 3, 3, 3]",2
9770,9770,4303576298.jpg,nature,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",2
13171,13171,634556562.jpg,animals,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3]",2
12728,12728,4089166874.jpg,nature,"[3, 4, 3, 5, 4, 2, 4, 3, 3, 3]",2
12576,12576,7415168198.jpg,animals,"[4, 4, 3, 3, 4]",3
61,61,5934413779.jpg,urban,"[5, 4, 3, 4, 5]",3
9512,9512,8546462430.jpg,animals,"[4, 3, 4, 5, 4, 4, 4, 4, 4, 5]",3
7779,7779,5006900880.jpg,nature,"[2, 3, 3, 3, 5]",2
9696,9696,8524301494.jpg,animals,"[3, 3, 3, 3, 3]",2
8049,8049,6927957253.jpg,animals,"[3, 4, 4, 4, 3]",3
11135,11135,6990443666.jpg,people,"[4, 4, 3, 4, 3]",3
11227,11227,6824412115.jpg,urban,"[4, 4, 4, 4, 4, 4]",3
8062,8062,7345590288.jpg,people,"[5, 3, 3, 4, 5]",3
6072,6072,5510598676.jpg,nature,"[3, 3, 4, 3, 4]",2
13476,13476,971170381.jpg,urban,"[4, 4, 4, 4, 4]",3
9607,9607,7573744958.jpg,people,"[4, 3, 4, 4, 3]",3
2501,2501,6537342667.jpg,urban,"[3, 3, 3, 3, 3]",2
4871,4871,4563948629.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
958,958,6403509757.jpg,people,"[4, 3, 3, 3, 4]",2
4374,4374,5294810020.jpg,nature,"[3, 3, 3, 3, 3]",2
1513,1513,6038097440.jpg,nature,"[3, 2, 3, 3, 3]",2
2290,2290,78351988.jpg,nature,"[3, 3, 3, 3, 3]",2
10609,10609,4369534905.jpg,nature,"[4, 3, 3, 4, 3]",2
1479,1479,5653315492.jpg,animals,"[5, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4]",3
11224,11224,2957991303.jpg,nature,"[3, 3, 3, 4, 3]",2
5778,5778,7328617462.jpg,people,"[4, 4, 4, 3, 4]",3
5896,5896,5743457941.jpg,nature,"[2, 4, 4, 3, 2, 3, 3, 5, 5, 4]",3
4341,4341,3134973603.jpg,nature,"[3, 3, 2, 3, 3]",2
8250,8250,4686948563.jpg,animals,"[4, 3, 3, 3, 4]",2
5795,5795,2870677592.jpg,animals,"[4, 3, 3, 3, 4]",2
5826,5826,8248332497.jpg,nature,"[3, 3, 4, 3, 5]",3
9336,9336,2895480661.jpg,people,"[4, 4, 3, 4, 3]",3
2534,2534,3016134558.jpg,animals,"[3, 4, 3, 4, 3]",2
3955,3955,6663289431.jpg,people,"[4, 4, 5, 4, 4]",3
12892,12892,6065663256.jpg,people,"[4, 3, 4, 5, 3]",3
8012,8012,890693668.jpg,animals,"[3, 3, 3, 3, 3]",2
11463,11463,8035619188.jpg,nature,"[3, 2, 5, 3, 4, 3, 4, 4, 4, 3]",3
11451,11451,5885891377.jpg,animals,"[4, 5, 4, 5, 3]",3
6478,6478,2883054464.jpg,nature,"[3, 3, 4, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4]",2
127,127,494059057.jpg,people,"[3, 2, 3, 4, 4]",2
7672,7672,5104236526.jpg,animals,"[4, 4, 4, 4, 4, 3, 4, 4, 4, 5]",3
11044,11044,8081466807.jpg,nature,"[4, 4, 4, 4, 4, 4, 5, 5, 3, 5]",3
11890,11890,3502402053.jpg,people,"[2, 3, 3, 3, 2]",2
10291,10291,4721132699.jpg,animals,"[3, 4, 5, 4, 4, 4, 4, 3, 5, 4, 4]",3
9921,9921,482210152.jpg,people,"[3, 3, 3, 3, 4]",2
6601,6601,7814850708.jpg,animals,"[4, 4, 4, 4, 4, 3]",3
5833,5833,189753805.jpg,urban,"[3, 3, 3, 3, 3]",2
8978,8978,5355040504.jpg,urban,"[3, 3, 4, 4, 4]",3
275,275,6656759343.jpg,urban,"[2, 3, 3, 4, 4]",2
8589,8589,3585064828.jpg,nature,"[4, 3, 3, 4, 3]",2
9533,9533,4870724468.jpg,people,"[4, 4, 3, 4, 4]",3
1272,1272,126738485.jpg,urban,"[3, 5, 4, 4, 5, 5, 5, 4, 4, 4, 4, 3, 4, 3, 3, 4]",3
3031,3031,6155992671.jpg,animals,"[4, 5, 4, 3, 4, 4, 4, 3, 3, 4]",3
7346,7346,88800993.jpg,people,"[3, 3, 3, 3, 3]",2
2453,2453,519601535.jpg,animals,"[4, 4, 3, 5, 4]",3
6844,6844,5799834097.jpg,nature,"[5, 4, 5, 3, 4]",3
1897,1897,2806295347.jpg,animals,"[4, 3, 3, 4, 3, 4]",3
4731,4731,5458307047.jpg,urban,"[5, 4, 4, 4, 3, 3, 4, 3, 3, 3]",3
10292,10292,6005735865.jpg,urban,"[4, 3, 4, 5, 3]",3
13335,13335,5799720734.jpg,nature,"[3, 4, 3, 3, 3]",2
9737,9737,55124799.jpg,urban,"[2, 4, 4, 2, 3]",2
13212,13212,1431182213.jpg,urban,"[3, 3, 3, 2, 2]",2
715,715,3059564686.jpg,nature,"[3, 2, 3, 3, 3]",2
10791,10791,244305069.jpg,people,"[3, 3, 3, 3, 3]",2
2910,2910,5373633902.jpg,animals,"[3, 4, 4, 4, 4]",3
1118,1118,7770244716.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
8067,8067,1643055500.jpg,nature,"[3, 3, 3, 3, 3]",2
2456,2456,6153271594.jpg,people,"[4, 3, 4, 4, 3]",3
3379,3379,640499324.jpg,animals,"[4, 3, 5, 4, 4, 4, 4]",3
12785,12785,4950208067.jpg,urban,"[3, 3, 3, 3, 2, 3]",2
2316,2316,7718532386.jpg,urban,"[4, 3, 3, 3, 4]",2
11688,11688,1286207032.jpg,urban,"[3, 3, 3, 3, 3]",2
12875,12875,8155494150.jpg,nature,"[2, 3, 3, 3, 3, 4, 3, 3, 4, 3]",2
10504,10504,4657842207.jpg,urban,"[3, 3, 3, 3, 3]",2
13368,13368,6671742053.jpg,people,"[4, 4, 3, 4, 4, 3, 4, 3, 3, 3]",3
8959,8959,4147564839.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
11856,11856,7266233126.jpg,people,"[2, 3, 2, 4, 2]",2
6369,6369,5260777956.jpg,nature,"[4, 4, 3, 4, 4, 4, 3, 3, 3, 3]",3
12496,12496,6622329551.jpg,animals,"[4, 3, 2, 4, 4]",2
8990,8990,3919687421.jpg,urban,"[4, 4, 5, 4, 3]",3
9629,9629,8398567593.jpg,urban,"[4, 5, 5, 4, 3]",3
5613,5613,5682607156.jpg,animals,"[4, 4, 3, 5, 4]",3
1864,1864,8450875911.jpg,nature,"[2, 3, 4, 3, 3, 2, 2, 4, 5, 3]",2
11266,11266,16946768.jpg,nature,"[3, 3, 2, 5, 3, 4, 3, 4, 4, 3]",2
11934,11934,2273582637.jpg,animals,"[4, 5, 5, 3, 5]",3
10827,10827,5809013297.jpg,nature,"[3, 3, 4, 3, 5]",3
4814,4814,3140606459.jpg,animals,"[2, 2, 3, 2, 2]",1
11943,11943,50157990.jpg,people,"[3, 3, 3, 3, 3]",2
13069,13069,854536275.jpg,urban,"[4, 4, 4, 4, 3]",3
733,733,4315309235.jpg,people,"[4, 4, 2, 3, 3, 3, 2, 2, 3, 2]",2
4639,4639,6979070421.jpg,urban,"[2, 3, 3, 3, 3]",2
8239,8239,3440287084.jpg,nature,"[2, 3, 3, 3, 3]",2
2457,2457,5505778499.jpg,people,"[3, 3, 3, 5, 3]",2
4344,4344,7487903860.jpg,nature,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 3]",2
3694,3694,5776113466.jpg,animals,"[3, 4, 4, 4, 3]",3
12809,12809,3233519812.jpg,urban,"[4, 4, 4, 4, 3, 3, 4, 3, 3, 5]",3
10980,10980,2356464401.jpg,nature,"[4, 3, 4, 4, 3]",3
10069,10069,8402907146.jpg,urban,"[4, 4, 4, 3, 3]",3
13489,13489,334430843.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
3017,3017,6272375305.jpg,urban,"[4, 5, 3, 5, 4, 5]",3
9689,9689,467926934.jpg,animals,"[5, 4, 5, 3, 4]",3
4463,4463,5418859507.jpg,people,"[3, 3, 3, 2, 3]",2
12645,12645,8370436696.jpg,people,"[4, 5, 4, 4, 5]",3
4219,4219,6138077256.jpg,animals,"[5, 4, 5, 3, 5]",3
3043,3043,6838632650.jpg,people,"[4, 3, 3, 3, 3]",2
5426,5426,4858230002.jpg,animals,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
13542,13542,3177209381.jpg,nature,"[2, 2, 2, 3, 3, 2]",1
5145,5145,353200520.jpg,people,"[2, 3, 5, 2, 2]",2
6567,6567,2270421262.jpg,nature,"[3, 2, 4, 3, 3]",2
5076,5076,44008993.jpg,urban,"[3, 3, 4, 3, 4]",2
12304,12304,5582240065.jpg,animals,"[4, 3, 3, 3, 4, 4]",3
3467,3467,6181400028.jpg,animals,"[3, 4, 4, 3, 3, 3, 3]",2
6386,6386,5802317667.jpg,nature,"[3, 3, 3, 3, 3]",2
4826,4826,6565077139.jpg,nature,"[4, 3, 5, 3, 2]",2
6759,6759,3552686082.jpg,urban,"[4, 4, 3, 4, 4]",3
6631,6631,2181482175.jpg,animals,"[2, 3, 3, 3, 3, 2]",2
11956,11956,2899747734.jpg,people,"[3, 4, 3, 4, 4]",3
7191,7191,2217652480.jpg,urban,"[4, 3, 4, 4, 3, 3]",3
9096,9096,5402634190.jpg,people,"[3, 2, 3, 3, 3]",2
1793,1793,3086132328.jpg,animals,"[3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 4]",2
1692,1692,8119453433.jpg,urban,"[3, 2, 3, 3, 3]",2
3813,3813,6100883151.jpg,urban,"[3, 3, 3, 2, 3]",2
9384,9384,5655596100.jpg,animals,"[4, 4, 3, 3, 4]",3
5766,5766,7007302795.jpg,nature,"[3, 3, 5, 5, 4]",3
493,493,3939304635.jpg,people,"[4, 3, 3, 3, 3]",2
5456,5456,3786286106.jpg,animals,"[3, 3, 3, 3, 3]",2
157,157,2384478345.jpg,animals,"[4, 4, 4, 4, 4]",3
7821,7821,2590014391.jpg,people,"[3, 4, 3, 4, 3]",2
6422,6422,1379175248.jpg,nature,"[2, 2, 3, 5, 3]",2
9537,9537,7378648436.jpg,people,"[3, 4, 4, 3, 4]",3
2595,2595,5174978399.jpg,urban,"[4, 4, 3, 3, 3]",2
12010,12010,2315800018.jpg,animals,"[3, 4, 3, 3, 2]",2
2287,2287,7989824221.jpg,people,"[3, 3, 3, 3, 3]",2
6252,6252,8029406885.jpg,nature,"[3, 4, 2, 3, 3, 3, 2, 3, 4, 3]",2
7367,7367,8054714032.jpg,urban,"[4, 4, 5, 4, 4, 4, 3, 4, 4, 3]",3
965,965,4908794402.jpg,nature,"[3, 2, 3, 3, 3]",2
2664,2664,4834354477.jpg,animals,"[4, 4, 5, 3, 4]",3
12826,12826,8439256752.jpg,animals,"[4, 4, 3, 3, 4]",3
2252,2252,2931596838.jpg,urban,"[4, 4, 4, 4, 3]",3
7591,7591,2937147675.jpg,nature,"[4, 3, 4, 3, 4]",3
438,438,2087100213.jpg,animals,"[3, 5, 3, 3, 3, 3]",2
11617,11617,6135346525.jpg,people,"[3, 2, 3, 3, 3]",2
3437,3437,6181113204.jpg,nature,"[3, 3, 3, 3, 3, 3]",2
1614,1614,6615856617.jpg,people,"[3, 3, 3, 3, 3]",2
9099,9099,5502655565.jpg,people,"[3, 3, 3, 3, 3]",2
12267,12267,5051632113.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]",2
5309,5309,7047786993.jpg,people,"[3, 3, 4, 3, 3]",2
6964,6964,497623869.jpg,animals,"[4, 4, 4, 3, 3]",3
11872,11872,8529374813.jpg,people,"[5, 4, 5, 4, 5]",4
8938,8938,4376127155.jpg,people,"[4, 3, 4, 4, 4]",3
756,756,500311808.jpg,urban,"[3, 3, 3, 3, 4]",2
3522,3522,6047815254.jpg,animals,"[3, 4, 4, 3, 3, 4]",3
1090,1090,432077460.jpg,nature,"[4, 4, 5, 4, 5, 5, 4, 5, 4, 3]",3
5589,5589,8418745056.jpg,urban,"[3, 3, 3, 3, 2, 3]",2
9301,9301,2828447593.jpg,animals,"[2, 4, 3, 2, 2]",2
11379,11379,8455071459.jpg,people,"[4, 2, 3, 3, 3]",2
11448,11448,7978337446.jpg,people,"[3, 3, 3, 3, 3]",2
10386,10386,7084932109.jpg,nature,"[4, 4, 3, 4, 3]",3
8098,8098,2831778165.jpg,nature,"[3, 2, 1, 2, 1]",1
11369,11369,7508112422.jpg,nature,"[3, 3, 3, 3, 3]",2
9729,9729,4839637109.jpg,nature,"[2, 2, 2, 3, 2]",1
8655,8655,869715909.jpg,urban,"[4, 4, 5, 3, 4]",3
5681,5681,7002346526.jpg,animals,"[4, 3, 3, 4, 3]",2
9763,9763,8265197788.jpg,people,"[3, 4, 3, 2, 3]",2
9899,9899,3455705397.jpg,animals,"[3, 4, 3, 4, 4]",3
4184,4184,5355927666.jpg,animals,"[2, 2, 2, 2, 2, 2, 1]",1
7475,7475,5330783619.jpg,people,"[3, 2, 3, 3, 2]",2
1878,1878,8407699765.jpg,animals,"[3, 4, 3, 4, 4, 3, 3, 4, 4, 3, 3]",2
13127,13127,4848306019.jpg,nature,"[4, 4, 4, 4, 4]",3
12944,12944,7554569268.jpg,people,"[3, 3, 3, 3, 3]",2
12273,12273,7145402927.jpg,people,"[3, 4, 3, 4, 3]",2
1119,1119,8320173256.jpg,nature,"[3, 3, 3, 3, 4]",2
4053,4053,6606033391.jpg,urban,"[3, 3, 4, 4, 4]",3
13157,13157,4722677539.jpg,nature,"[3, 2, 3, 3, 3]",2
3366,3366,7860697248.jpg,nature,"[3, 3, 5, 3, 2]",2
3509,3509,314312595.jpg,urban,"[3, 3, 3, 3, 3]",2
4046,4046,4949414423.jpg,nature,"[2, 2, 3, 2, 3]",1
8661,8661,8114606371.jpg,urban,"[4, 3, 4, 4, 3]",3
11417,11417,3187305146.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
9772,9772,2548878982.jpg,animals,"[3, 4, 3, 3, 3]",2
5841,5841,4535623076.jpg,animals,"[3, 4, 4, 4, 3, 3, 4, 3, 3, 5, 2]",2
13520,13520,6893832016.jpg,urban,"[4, 4, 5, 5, 5, 4]",3
1432,1432,3208038920.jpg,people,"[4, 3, 3, 3, 3]",2
6651,6651,8382626390.jpg,nature,"[3, 3, 3, 3, 3]",2
4983,4983,5944513528.jpg,urban,"[5, 3, 4, 5, 4, 5, 5, 5, 5, 4]",3
2174,2174,6295422299.jpg,nature,"[1, 3, 1, 3, 1, 3]",1
10996,10996,4206020744.jpg,nature,"[3, 3, 4, 4, 4]",3
2102,2102,2604935556.jpg,people,"[5, 4, 4, 4, 5, 5, 5, 5, 5, 5]",4
10702,10702,282840347.jpg,nature,"[3, 2, 3, 3, 3]",2
6105,6105,229074840.jpg,animals,"[4, 5, 5, 5, 3, 5]",3
9228,9228,4560486297.jpg,urban,"[3, 3, 3, 3, 3]",2
1934,1934,2027275632.jpg,nature,"[3, 3, 3, 3, 3, 4]",2
6532,6532,334716892.jpg,nature,"[3, 3, 2, 3, 3]",2
3746,3746,3515414403.jpg,nature,"[4, 3, 3, 4, 4]",3
13344,13344,3715569167.jpg,nature,"[4, 3, 4, 3, 4, 3, 2, 3, 3, 3]",2
8953,8953,3238257170.jpg,nature,"[3, 3, 3, 3, 3]",2
7596,7596,3824287363.jpg,nature,"[3, 3, 4, 3, 3]",2
7337,7337,5006299959.jpg,nature,"[4, 3, 3, 4, 3]",2
758,758,7123978647.jpg,nature,"[3, 3, 3, 3, 3, 3, 4, 3, 2, 3]",2
11345,11345,2276486205.jpg,nature,"[3, 3, 2, 3, 3]",2
829,829,3360900042.jpg,urban,"[3, 3, 3, 3, 3]",2
3351,3351,5669550364.jpg,animals,"[3, 3, 3, 2, 2]",2
8376,8376,2978180438.jpg,nature,"[3, 3, 3, 3, 3]",2
4665,4665,851429608.jpg,nature,"[5, 4, 5, 4, 4, 5, 4, 4, 5, 5, 4, 4, 4, 5, 5]",3
2447,2447,6780735458.jpg,people,"[3, 4, 4, 3, 4]",3
11179,11179,4724019491.jpg,urban,"[3, 3, 3, 3, 3]",2
12086,12086,7437573778.jpg,people,"[3, 3, 3, 3, 3]",2
5169,5169,6912129640.jpg,nature,"[3, 3, 3, 3, 4]",2
9906,9906,7576611724.jpg,animals,"[5, 4, 5, 4, 5]",4
8657,8657,7478443486.jpg,animals,"[4, 4, 4, 5, 5]",3
11071,11071,6892924313.jpg,animals,"[4, 5, 4, 4, 4, 3, 4, 5, 4, 4]",3
5006,5006,44480268.jpg,animals,"[5, 4, 5, 5, 4, 4, 3, 4, 4, 4]",3
3573,3573,6119676364.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
1459,1459,8267118152.jpg,people,"[2, 2, 2, 2, 2]",1
6306,6306,7500252106.jpg,people,"[5, 4, 3, 3, 3]",3
8681,8681,6648376475.jpg,urban,"[3, 3, 3, 3, 3]",2
4676,4676,6636079347.jpg,people,"[3, 4, 3, 4, 5]",3
7174,7174,5465971114.jpg,people,"[4, 5, 4, 4, 3]",3
6804,6804,2217352406.jpg,urban,"[3, 3, 3, 4, 3]",2
8823,8823,6971647342.jpg,people,"[2, 4, 4, 2, 3]",2
3101,3101,6081237894.jpg,urban,"[4, 4, 3, 3, 3]",2
12985,12985,7683016632.jpg,people,"[3, 3, 3, 4, 4, 4, 4, 5, 4, 3]",3
