,img_name,category,beauty_scores,score
1147,2726768247.jpg,animals,"[2, 2, 3, 2, 2, 3]",1
1148,4737591877.jpg,urban,"[3, 4, 3, 3, 4]",2
1149,3807332005.jpg,urban,"[5, 4, 5, 5, 4]",4
1150,8124446926.jpg,people,"[4, 4, 4, 3, 4, 3, 3, 4, 3, 4]",3
1151,1346099311.jpg,urban,"[2, 2, 3, 2, 2, 3, 2, 3, 3, 2]",1
1152,4945577041.jpg,animals,"[3, 3, 4, 4, 3]",2
1153,3283876077.jpg,urban,"[4, 3, 5, 3, 4, 4, 4, 3, 5, 4, 4]",3
1154,8500669559.jpg,nature,"[1, 5, 4, 3, 3]",2
1155,8303081342.jpg,animals,"[3, 4, 3, 3, 4]",2
1156,5330817446.jpg,urban,"[3, 3, 3, 3, 3]",2
1157,8115436265.jpg,nature,"[2, 3, 3, 3, 3]",2
1158,4312985916.jpg,animals,"[3, 4, 4, 4, 5]",3
1159,923278701.jpg,animals,"[4, 5, 4, 3, 5]",3
1160,6901692482.jpg,people,"[3, 3, 3, 3, 4]",2
1161,7188919766.jpg,animals,"[3, 5, 4, 4, 4]",3
1162,5244800030.jpg,nature,"[3, 3, 3, 3, 3]",2
1163,2279863570.jpg,nature,"[3, 2, 3, 3, 3]",2
1164,3195279209.jpg,animals,"[3, 3, 3, 3, 3]",2
1165,6218300229.jpg,people,"[3, 4, 4, 4, 3]",3
1166,8409434392.jpg,nature,"[2, 1, 2, 2, 2]",1
1167,2541749572.jpg,nature,"[4, 4, 3, 4, 3, 5, 4, 5, 4, 4]",3
1168,4110940746.jpg,nature,"[2, 3, 2, 2, 2]",1
1169,411648894.jpg,people,"[3, 2, 4, 3, 2, 3, 3, 3, 3, 3]",2
1170,46586108.jpg,nature,"[3, 2, 2, 3, 5]",2
1171,352701740.jpg,nature,"[3, 3, 4, 3, 4]",2
1172,3434255657.jpg,urban,"[4, 4, 4, 5, 4, 5, 4, 5, 3, 4]",3
1173,4582956898.jpg,nature,"[3, 3, 3, 3, 3]",2
1174,7273712452.jpg,nature,"[3, 4, 1, 3, 4]",2
1175,3172257068.jpg,nature,"[3, 4, 4, 4, 4]",3
1176,8001425624.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 4, 3, 3]",2
1177,100473870.jpg,people,"[4, 4, 4, 4, 3]",3
1178,2684045030.jpg,animals,"[3, 2, 3, 3, 3]",2
1179,2900196989.jpg,nature,"[3, 4, 4, 4, 4]",3
1180,5409549032.jpg,urban,"[3, 3, 3, 3, 3]",2
1181,360816173.jpg,urban,"[4, 3, 3, 3, 3, 3, 3]",2
1182,8238777928.jpg,urban,"[3, 4, 4, 4, 4]",3
1183,1293451663.jpg,animals,"[3, 3, 3, 3, 4]",2
1184,7850414940.jpg,urban,"[5, 3, 5, 4, 3, 5, 4, 4, 4, 4]",3
1185,4407476631.jpg,animals,"[4, 5, 3, 4, 4]",3
1186,10910158.jpg,nature,"[3, 3, 3, 3, 3]",2
1187,8226465672.jpg,nature,"[3, 3, 3, 2, 3]",2
1188,9811362.jpg,animals,"[3, 4, 4, 3, 3]",2
1189,4759307156.jpg,people,"[4, 4, 3, 5, 4]",3
1190,5339391707.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
1191,4670961998.jpg,nature,"[3, 4, 4, 3, 4]",3
1192,6589446965.jpg,nature,"[4, 4, 4, 3, 2, 4, 5, 5, 5, 4]",3
1193,7981661398.jpg,people,"[3, 3, 3, 3, 3]",2
1194,4782980232.jpg,urban,"[3, 3, 3, 4, 2, 3, 4]",2
1195,7289033330.jpg,nature,"[3, 2, 4, 3, 3]",2
1196,6485150113.jpg,nature,"[3, 4, 3, 3, 4]",2
1197,8109668382.jpg,urban,"[4, 3, 3, 3, 4]",2
1198,5194495881.jpg,nature,"[4, 3, 3, 3, 3]",2
1199,326398051.jpg,nature,"[3, 3, 3, 3, 2]",2
1200,5997328245.jpg,animals,"[3, 2, 3, 2, 3]",2
1201,6719205435.jpg,urban,"[3, 3, 3, 4, 3, 3]",2
1202,3650506096.jpg,nature,"[4, 4, 3, 5, 5, 3]",3
1203,3303154926.jpg,people,"[3, 4, 3, 3, 3]",2
1204,6230403908.jpg,animals,"[3, 4, 4, 4, 4]",3
1205,2485531234.jpg,nature,"[4, 5, 4, 4, 4]",3
1206,2472306084.jpg,urban,"[3, 3, 3, 4, 3]",2
1207,6490656871.jpg,urban,"[5, 3, 4, 4, 3]",3
1208,4162974837.jpg,urban,"[2, 2, 2, 2, 3]",1
1209,6776613293.jpg,people,"[3, 5, 3, 3, 4]",3
1210,5848431400.jpg,people,"[3, 3, 4, 3, 3]",2
1211,5662061088.jpg,animals,"[2, 2, 3, 2, 2, 2, 2, 3, 2, 3]",1
1212,2078432671.jpg,animals,"[4, 5, 4, 4, 4]",3
1213,5879572026.jpg,animals,"[4, 3, 3, 4, 4]",3
1214,3182987752.jpg,animals,"[4, 4, 4, 3, 3]",3
1215,2933997183.jpg,urban,"[3, 3, 3, 3, 3]",2
1216,7645888390.jpg,animals,"[4, 3, 4, 4, 4]",3
1217,1046096851.jpg,animals,"[4, 4, 4, 4, 5]",3
1218,3472669495.jpg,urban,"[4, 3, 2, 5, 4, 3]",3
1219,8439542838.jpg,people,"[3, 3, 3, 2, 3]",2
1220,7587114114.jpg,people,"[3, 4, 3, 3, 4]",2
1221,2417519136.jpg,urban,"[3, 3, 4, 3, 3]",2
1222,8231761268.jpg,people,"[3, 3, 3, 4, 3]",2
1223,4574377771.jpg,people,"[2, 3, 4, 3, 4]",2
1224,3618225565.jpg,nature,"[3, 3, 3, 3, 2]",2
1225,280388676.jpg,nature,"[4, 4, 4, 4, 5]",3
1226,4813070929.jpg,nature,"[3, 4, 4, 5, 2]",3
1227,112428919.jpg,nature,"[4, 4, 5, 3, 4, 3, 3, 3, 4, 5, 3, 4, 4, 3, 4]",3
1228,4037014856.jpg,nature,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
1229,5855297178.jpg,animals,"[4, 5, 4, 4, 4]",3
1230,2524649440.jpg,animals,"[3, 4, 3, 4, 5]",3
1231,5284598859.jpg,nature,"[3, 3, 3, 3, 3]",2
1232,7283811690.jpg,urban,"[3, 3, 3, 3, 3]",2
1233,7370441812.jpg,urban,"[3, 3, 3, 3, 3]",2
1234,5486082535.jpg,people,"[3, 3, 3, 3, 4]",2
1235,6089036256.jpg,animals,"[4, 4, 4, 4, 3]",3
1236,2556655144.jpg,animals,"[4, 3, 4, 3, 4]",3
1237,4416920264.jpg,people,"[3, 3, 4, 4, 4]",3
1238,3418889204.jpg,urban,"[3, 3, 3, 3, 3, 4]",2
1239,3289968673.jpg,nature,"[2, 3, 3, 3, 2]",2
1240,2780962796.jpg,people,"[3, 3, 3, 3, 2]",2
1241,6058536060.jpg,people,"[3, 3, 3, 3, 3]",2
1242,7053983395.jpg,nature,"[3, 2, 3, 3, 3]",2
1243,2846518331.jpg,animals,"[4, 2, 2, 4, 2, 2]",2
1244,5864156778.jpg,nature,"[4, 4, 4, 4, 3, 3, 4, 4, 4, 3]",3
1245,3509125633.jpg,urban,"[3, 3, 4, 3, 3, 4, 3, 4, 3, 3]",2
1246,3712345044.jpg,animals,"[2, 2, 3, 3, 3]",2
1247,7800061338.jpg,nature,"[4, 3, 4, 4, 2]",2
1248,3857445801.jpg,nature,"[3, 3, 3, 3, 3]",2
1249,4831274751.jpg,animals,"[3, 3, 3, 4, 3]",2
1250,6355766219.jpg,animals,"[5, 5, 3, 5, 4, 5]",3
1251,2531659645.jpg,nature,"[3, 3, 3, 2, 3]",2
1252,1542558209.jpg,animals,"[4, 4, 3, 4, 3, 3]",3
1253,5064765469.jpg,animals,"[4, 3, 4, 2, 4]",2
1254,2357007890.jpg,animals,"[3, 3, 4, 3, 4, 3]",2
1255,6686304721.jpg,nature,"[3, 2, 3, 2, 3]",2
1256,7664495112.jpg,nature,"[3, 3, 3, 3, 3]",2
1257,8005418708.jpg,animals,"[4, 5, 3, 3, 5, 4]",3
1258,2216460729.jpg,urban,"[3, 4, 4, 3, 4]",3
1259,398540978.jpg,people,"[5, 4, 4, 4, 4]",3
1260,3737997607.jpg,people,"[3, 3, 3, 3, 3]",2
1261,3099126862.jpg,animals,"[5, 3, 5, 5, 4]",3
1262,3954629471.jpg,people,"[4, 3, 4, 4, 3]",3
1263,2884427089.jpg,nature,"[3, 3, 3, 3, 3]",2
1264,2166743845.jpg,people,"[3, 3, 3, 3, 3]",2
1265,3700800719.jpg,animals,"[4, 5, 5, 3, 4]",3
1266,22500934.jpg,nature,"[3, 3, 2, 3, 4]",2
1267,8169991873.jpg,urban,"[3, 3, 3, 3, 3]",2
1268,7456130448.jpg,animals,"[4, 4, 5, 4, 4]",3
1269,8067051180.jpg,people,"[3, 3, 3, 3, 3]",2
1270,4481869907.jpg,nature,"[3, 2, 3, 4, 4]",2
1271,1434861375.jpg,animals,"[2, 2, 2, 2, 4]",1
1272,126738485.jpg,urban,"[3, 5, 4, 4, 5, 5, 5, 4, 4, 4, 4, 3, 4, 3, 3, 4]",3
1273,4307592051.jpg,animals,"[4, 2, 3, 3, 3, 3, 3, 4, 4, 3]",2
1274,7460624216.jpg,people,"[4, 4, 3, 4, 3]",3
1275,12125174.jpg,urban,"[3, 3, 4, 3, 3]",2
1276,4254947562.jpg,people,"[3, 2, 3, 3, 3]",2
1277,5174725462.jpg,people,"[3, 3, 3, 3, 3, 3, 4, 3, 4, 3]",2
1278,528163999.jpg,people,"[3, 3, 3, 3, 3]",2
1279,5709439088.jpg,animals,"[3, 3, 3, 3, 4]",2
1280,6033353861.jpg,animals,"[4, 4, 4, 4, 3]",3
1281,970646770.jpg,nature,"[4, 3, 3, 4, 4]",3
1282,7419336132.jpg,nature,"[3, 3, 3, 3, 2]",2
1283,2306239569.jpg,urban,"[3, 3, 4, 4, 4]",3
1284,6067102947.jpg,nature,"[3, 3, 3, 3, 3]",2
1285,1809494614.jpg,urban,"[3, 3, 3, 3, 3]",2
1286,4378328557.jpg,nature,"[3, 5, 3, 2, 3]",2
1287,6946954647.jpg,animals,"[3, 4, 4, 4, 5]",3
1288,7222189764.jpg,urban,"[3, 3, 3, 2, 3]",2
1289,8054024665.jpg,people,"[4, 4, 3, 3, 2]",2
1290,2184909099.jpg,people,"[4, 4, 5, 4, 4]",3
1291,6222092407.jpg,urban,"[4, 3, 4, 3, 4, 3]",3
1292,53028618.jpg,people,"[3, 3, 3, 3, 3]",2
1293,8205827925.jpg,nature,"[4, 3, 4, 3, 4, 3, 3, 5, 3, 3]",3
1294,3524528215.jpg,urban,"[3, 4, 3, 3, 5, 3, 3, 3, 4, 3]",2
1295,5103537853.jpg,animals,"[4, 3, 3, 2, 4]",2
1296,3133666513.jpg,animals,"[5, 4, 4, 5, 5]",4
1297,1418101176.jpg,nature,"[3, 3, 3, 3, 3]",2
1298,7986982168.jpg,animals,"[3, 2, 3, 3, 4]",2
1299,7468657428.jpg,urban,"[3, 4, 3, 4, 3, 3, 5, 3, 3, 4]",3
1300,2398898453.jpg,animals,"[3, 3, 4, 3, 3]",2
1301,7785161400.jpg,urban,"[5, 4, 5, 4, 5, 4]",3
1302,3619770566.jpg,nature,"[3, 5, 4, 4, 4, 4, 3, 2, 3, 2]",2
1303,7529011646.jpg,urban,"[3, 3, 4, 4, 4]",3
1304,6666039571.jpg,animals,"[3, 5, 4, 5, 5, 4]",3
1305,2119477384.jpg,nature,"[3, 3, 3, 4, 3, 3, 4, 3, 3, 3]",2
1306,6112193786.jpg,urban,"[3, 3, 4, 4, 2]",2
1307,8512161585.jpg,animals,"[4, 5, 5, 4, 4]",3
1308,108313310.jpg,people,"[3, 4, 3, 4, 4]",3
1309,6619351825.jpg,animals,"[3, 4, 3, 3, 3]",2
1310,3986658544.jpg,urban,"[5, 4, 5, 5, 5, 5, 5, 5, 4, 5]",4
1311,5449313918.jpg,animals,"[3, 3, 3, 2, 3]",2
1312,8260725036.jpg,nature,"[3, 2, 2, 2, 3]",1
1313,7207566452.jpg,animals,"[5, 4, 4, 5, 4]",3
1314,5623093900.jpg,people,"[3, 3, 3, 2, 3]",2
1315,8413117918.jpg,nature,"[2, 2, 3, 3, 3]",2
1316,195009484.jpg,nature,"[3, 2, 3, 3, 4]",2
1317,107621103.jpg,urban,"[3, 3, 3, 3, 3]",2
1318,8228803198.jpg,nature,"[3, 4, 3, 4, 3]",2
1319,7116155715.jpg,people,"[4, 4, 3, 4, 3]",3
1320,2837707744.jpg,urban,"[3, 4, 3, 4, 4]",3
1321,8127956973.jpg,nature,"[3, 3, 3, 3, 3]",2
1322,4920206602.jpg,nature,"[3, 3, 3, 3, 3]",2
1323,6286839045.jpg,nature,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]",2
1324,2247011154.jpg,people,"[3, 3, 3, 3, 3]",2
1325,4160948430.jpg,urban,"[3, 2, 3, 3, 2, 2]",1
1326,5302323305.jpg,people,"[3, 3, 3, 3, 3]",2
1327,8181879826.jpg,urban,"[5, 4, 3, 3, 3, 5, 5, 5, 5, 4]",3
1328,140177600.jpg,animals,"[4, 3, 3, 4, 3, 4]",3
1329,5935766844.jpg,nature,"[4, 3, 3, 4, 4]",3
1330,5171758328.jpg,urban,"[4, 5, 3, 5, 5]",3
1331,7666020592.jpg,nature,"[3, 3, 3, 3, 3]",2
1332,4920475564.jpg,urban,"[4, 3, 3, 3, 3, 3]",2
1333,299603726.jpg,animals,"[5, 4, 4, 5, 3, 4]",3
1334,7603544168.jpg,urban,"[3, 3, 3, 3, 2, 3]",2
1335,7485366426.jpg,urban,"[3, 4, 4, 3, 4, 3, 3, 5, 3, 4]",3
1336,4656411029.jpg,nature,"[3, 2, 2, 3, 2]",1
1337,3536106969.jpg,nature,"[5, 4, 5, 4, 5]",4
1338,5746088925.jpg,nature,"[3, 3, 4, 3, 4]",2
1339,4013954249.jpg,nature,"[4, 4, 4, 4, 4]",3
1340,6463662315.jpg,urban,"[3, 3, 3, 3, 3, 3, 4, 4, 3, 3]",2
1341,7282312934.jpg,urban,"[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",2
1342,5323326212.jpg,nature,"[5, 4, 5, 5, 3, 3, 4, 4, 5, 4]",3
1343,6843420958.jpg,urban,"[3, 4, 4, 3, 4]",3
1344,8535432721.jpg,nature,"[5, 3, 4, 4, 5]",3
1345,7508628984.jpg,urban,"[4, 5, 3, 4, 5]",3
1346,4770488141.jpg,animals,"[4, 4, 5, 5, 4]",3
1347,3738312160.jpg,people,"[3, 3, 4, 4, 3, 5, 4, 3, 4, 3]",3
1348,5743348895.jpg,animals,"[4, 5, 4, 4, 4, 3, 4, 4, 4, 4]",3
1349,4163720404.jpg,urban,"[3, 3, 2, 2, 3, 3, 2, 3, 2, 2]",1
1350,3563774532.jpg,people,"[3, 4, 3, 4, 4, 4, 4, 3, 4, 3]",3
1351,4889815128.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
1352,6017541192.jpg,people,"[4, 4, 5, 4, 5]",3
1353,5510614961.jpg,nature,"[3, 4, 4, 2, 4]",2
1354,8368166850.jpg,people,"[3, 3, 4, 3, 4]",2
1355,5013138357.jpg,urban,"[3, 3, 2, 3, 3]",2
1356,5266105662.jpg,nature,"[4, 5, 2, 3, 2, 2, 4, 3, 2, 4]",2
1357,299479197.jpg,people,"[4, 5, 5, 2, 4]",3
1358,5733620690.jpg,animals,"[4, 4, 4, 4, 4]",3
1359,4915042320.jpg,people,"[3, 3, 3, 3, 3]",2
1360,4139178000.jpg,nature,"[3, 4, 4, 4, 5]",3
1361,8472808206.jpg,nature,"[2, 2, 3, 2, 3]",1
1362,4277388538.jpg,nature,"[2, 3, 3, 3, 3]",2
1363,3145291898.jpg,people,"[4, 3, 4, 3, 3]",2
1364,7325269716.jpg,urban,"[3, 4, 5, 3, 3]",3
1365,8453604946.jpg,urban,"[5, 5, 4, 4, 4]",3
1366,2611954333.jpg,people,"[2, 2, 2, 2, 2]",1
1367,2743048312.jpg,nature,"[3, 2, 4, 4, 2]",2
1368,167800909.jpg,urban,"[1, 2, 2, 2, 2]",1
1369,7979834027.jpg,people,"[3, 4, 3, 4, 3]",2
1370,6172360559.jpg,animals,"[3, 3, 2, 4, 4]",2
1371,5196246795.jpg,animals,"[3, 3, 3, 3, 3, 3]",2
1372,7453481046.jpg,people,"[5, 3, 4, 5, 4]",3
1373,8483273016.jpg,nature,"[3, 4, 4, 3, 3]",2
1374,8393214604.jpg,nature,"[4, 3, 3, 3, 3]",2
1375,5738244868.jpg,animals,"[3, 4, 4, 3, 3]",2
1376,3776386202.jpg,nature,"[3, 4, 3, 3, 5]",3
1377,1247228565.jpg,nature,"[4, 4, 4, 4, 4]",3
1378,6485766021.jpg,urban,"[4, 3, 4, 4, 3, 3]",3
1379,4157598359.jpg,animals,"[3, 3, 3, 3, 3]",2
1380,219431004.jpg,urban,"[5, 4, 3, 4, 4, 2]",3
1381,7804017394.jpg,animals,"[3, 3, 3, 3, 3]",2
1382,4738233342.jpg,nature,"[4, 3, 3, 3, 3]",2
1383,981287240.jpg,nature,"[3, 3, 3, 3, 3]",2
1384,7981805838.jpg,people,"[3, 3, 3, 4, 3]",2
1385,4904683344.jpg,animals,"[4, 4, 3, 4, 4]",3
1386,4946164701.jpg,nature,"[3, 3, 3, 3, 4]",2
1387,5326661675.jpg,nature,"[3, 3, 3, 3, 3]",2
1388,7121457541.jpg,animals,"[3, 3, 4, 3, 3]",2
1389,8163928337.jpg,people,"[4, 4, 2, 3, 1]",2
1390,5743927395.jpg,people,"[4, 4, 5, 4, 4]",3
1391,5841509365.jpg,urban,"[4, 3, 3, 3, 3]",2
1392,1966805444.jpg,urban,"[2, 4, 3, 3, 3]",2
1393,5924674076.jpg,urban,"[3, 3, 3, 4, 3]",2
1394,4472813704.jpg,people,"[2, 3, 4, 4, 2]",2
1395,3866298829.jpg,nature,"[4, 3, 4, 3, 4, 4, 3, 4, 4, 3]",3
1396,6353523657.jpg,urban,"[4, 3, 3, 3, 3]",2
1397,7023113175.jpg,urban,"[4, 4, 3, 3, 3]",2
1398,1105717704.jpg,people,"[3, 4, 3, 3, 3]",2
1399,936706917.jpg,animals,"[4, 4, 4, 4, 3]",3
1400,7022599697.jpg,urban,"[2, 3, 3, 2, 3]",2
1401,4808477468.jpg,people,"[4, 3, 4, 4, 5]",3
1402,5245321070.jpg,urban,"[3, 3, 3, 4, 4, 4, 5, 4, 3, 3]",3
1403,8480308522.jpg,urban,"[4, 4, 5, 4, 3, 4, 4, 4, 4, 4]",3
1404,216581906.jpg,nature,"[3, 3, 3, 3, 4]",2
1405,5105425155.jpg,nature,"[3, 3, 3, 4, 3]",2
1406,330148938.jpg,animals,"[4, 4, 4, 5, 5]",3
1407,525152993.jpg,nature,"[3, 3, 4, 4, 3]",2
1408,1562198683.jpg,nature,"[3, 3, 4, 3, 4]",2
1409,4053123799.jpg,animals,"[3, 3, 3, 4, 3, 3, 3, 4, 4, 4]",2
1410,3460102305.jpg,people,"[3, 4, 4, 4, 4]",3
1411,7625511340.jpg,people,"[3, 2, 2, 3, 3]",2
1412,8317506922.jpg,people,"[4, 3, 4, 4, 4]",3
1413,2689793082.jpg,animals,"[4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4]",3
1414,2125319205.jpg,urban,"[3, 4, 3, 3, 3]",2
1415,4579313858.jpg,urban,"[3, 3, 3, 3, 4]",2
1416,119712879.jpg,animals,"[3, 3, 3, 3, 3]",2
1417,6206068649.jpg,urban,"[4, 3, 3, 4, 5, 4, 4, 4, 4, 3, 4, 3]",3
1418,2150199430.jpg,nature,"[3, 3, 3, 2, 3]",2
1419,8010713282.jpg,urban,"[5, 4, 4, 4, 4]",3
1420,2860972371.jpg,animals,"[3, 3, 3, 3, 3, 3]",2
1421,6990416705.jpg,people,"[4, 4, 4, 4, 3]",3
1422,4045654258.jpg,nature,"[3, 3, 3, 3, 3]",2
1423,2070644271.jpg,nature,"[4, 2, 3, 5, 4]",3
1424,3818493819.jpg,animals,"[3, 3, 3, 4, 2]",2
1425,8474787048.jpg,people,"[2, 3, 3, 3, 3]",2
1426,5193970354.jpg,urban,"[3, 3, 3, 3, 3]",2
1427,2312245873.jpg,animals,"[3, 2, 3, 4, 3, 3, 3, 3, 3, 4]",2
1428,2964054653.jpg,nature,"[3, 3, 4, 3, 3]",2
1429,3517945550.jpg,animals,"[4, 4, 3, 5, 4, 3]",3
1430,8370811564.jpg,nature,"[3, 3, 2, 3, 3]",2
1431,515455499.jpg,people,"[3, 2, 3, 2, 2]",1
1432,3208038920.jpg,people,"[4, 3, 3, 3, 3]",2
1433,5676027416.jpg,animals,"[3, 3, 4, 4, 3]",2
1434,5589159310.jpg,urban,"[3, 3, 4, 2, 3]",2
1435,5574197509.jpg,animals,"[4, 4, 5, 4, 4, 4, 4, 3, 4, 4]",3
1436,3031898830.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
1437,8425929533.jpg,people,"[4, 5, 5, 1, 4]",3
1438,6160967208.jpg,people,"[3, 4, 3, 4, 3]",2
1439,5158304950.jpg,people,"[3, 4, 3, 2, 3]",2
1440,6089461678.jpg,urban,"[4, 3, 3, 3, 3, 4]",2
1441,7192259924.jpg,urban,"[3, 3, 3, 3, 3]",2
1442,1777970213.jpg,urban,"[4, 3, 3, 3, 3]",2
1443,5277127297.jpg,people,"[3, 3, 4, 3, 4]",2
1444,466621669.jpg,people,"[3, 3, 3, 3, 3]",2
1445,7819891778.jpg,urban,"[2, 2, 3, 2, 3]",1
1446,6297771244.jpg,nature,"[3, 3, 4, 3, 4]",2
1447,6582689819.jpg,animals,"[4, 5, 4, 3, 3]",3
1448,4612608419.jpg,nature,"[3, 3, 2, 2, 3]",2
1449,1842924003.jpg,nature,"[3, 3, 4, 3, 4]",2
1450,2857945327.jpg,animals,"[3, 3, 3, 3, 2]",2
1451,8406480173.jpg,nature,"[4, 5, 5, 4, 4, 4, 5, 5, 4, 5]",3
1452,3719171839.jpg,urban,"[3, 3, 3, 3, 3, 2, 2]",2
1453,8256391457.jpg,nature,"[4, 3, 3, 3, 5]",3
1454,4875521778.jpg,urban,"[3, 3, 3, 3, 3]",2
1455,2759256791.jpg,nature,"[4, 4, 4, 5, 4, 4, 4, 4, 4, 4]",3
1456,7706990972.jpg,urban,"[3, 3, 3, 3, 3]",2
1457,6902091422.jpg,nature,"[3, 3, 4, 3, 3]",2
1458,5688664951.jpg,animals,"[3, 3, 3, 3, 3]",2
1459,8267118152.jpg,people,"[2, 2, 2, 2, 2]",1
1460,5865230986.jpg,nature,"[3, 5, 3, 3, 3]",2
1461,6133204645.jpg,people,"[3, 3, 3, 3, 4]",2
1462,8480550290.jpg,people,"[4, 4, 3, 3, 4]",3
1463,5572377905.jpg,animals,"[3, 4, 3, 2, 4]",2
1464,127048347.jpg,animals,"[4, 4, 3, 4, 2, 4, 5]",3
1465,7914654158.jpg,people,"[3, 3, 3, 3, 3]",2
1466,3778941551.jpg,nature,"[3, 5, 3, 4, 4]",3
1467,7500236672.jpg,people,"[4, 3, 3, 4, 5]",3
1468,8289068860.jpg,nature,"[3, 3, 3, 3, 3, 3, 4, 4, 3, 3]",2
1469,8379563928.jpg,people,"[4, 4, 4, 4, 5]",3
1470,5941666778.jpg,nature,"[3, 3, 4, 3, 1, 3, 3, 3, 3, 4]",2
1471,8192417157.jpg,urban,"[3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3]",2
1472,8981854.jpg,nature,"[3, 3, 3, 3, 3]",2
1473,3041175591.jpg,people,"[3, 3, 2, 3, 3]",2
1474,8070292605.jpg,nature,"[2, 3, 3, 3, 4]",2
1475,4059345792.jpg,people,"[1, 1, 1, 1, 1]",0
1476,5434617589.jpg,animals,"[4, 3, 4, 4, 4]",3
1477,2547616786.jpg,animals,"[4, 3, 3, 4, 4, 4]",3
1478,6289230486.jpg,people,"[3, 3, 3, 3, 4]",2
1479,5653315492.jpg,animals,"[5, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4]",3
1480,195409075.jpg,animals,"[3, 4, 2, 3, 4, 5, 3, 3, 4, 4]",3
1481,3557927430.jpg,animals,"[4, 4, 4, 4, 5, 5]",3
1482,4471121455.jpg,animals,"[3, 3, 3, 3, 3]",2
1483,6862602177.jpg,urban,"[3, 3, 3, 2, 2, 3]",2
1484,6280383980.jpg,animals,"[3, 4, 4, 2, 4]",2
1485,8474385074.jpg,urban,"[3, 3, 3, 4, 4]",2
1486,3422915985.jpg,nature,"[2, 2, 2, 2, 2]",1
1487,8427396257.jpg,people,"[2, 3, 3, 3, 3]",2
1488,2308780208.jpg,people,"[3, 3, 3, 3, 3]",2
1489,2757401399.jpg,animals,"[4, 4, 4, 3, 4]",3
1490,6886525903.jpg,nature,"[3, 3, 2, 5, 4, 3, 3, 4, 3, 3, 3]",2
1491,5889513835.jpg,urban,"[4, 4, 4, 4, 5]",3
1492,4825108391.jpg,animals,"[3, 3, 5, 3, 3, 4]",3
1493,8183983925.jpg,animals,"[4, 3, 3, 3, 4]",2
1494,8396009535.jpg,animals,"[3, 3, 4, 4, 4]",3
1495,7239214508.jpg,people,"[3, 3, 3, 3, 3]",2
1496,8227456310.jpg,people,"[3, 4, 3, 3, 3]",2
1497,8174330581.jpg,urban,"[3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",2
1498,7235772900.jpg,urban,"[4, 3, 3, 3, 3]",2
1499,3916914747.jpg,urban,"[5, 4, 3, 3, 3]",3
1500,7206310336.jpg,urban,"[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2]",2
1501,5782713903.jpg,nature,"[3, 3, 3, 3, 3]",2
1502,6735072087.jpg,animals,"[4, 4, 4, 4, 3]",3
1503,2542182605.jpg,nature,"[2, 3, 5, 3, 3]",2
1504,2444732306.jpg,nature,"[2, 2, 2, 2, 2]",1
1505,4365057088.jpg,urban,"[3, 3, 3, 4, 3, 3]",2
1506,2791774328.jpg,people,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3
1507,5430045480.jpg,nature,"[2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3]",1
1508,264146008.jpg,nature,"[4, 5, 5, 4, 4]",3
1509,8034358461.jpg,animals,"[4, 3, 4, 4, 4]",3
1510,8358719339.jpg,animals,"[3, 4, 3, 4, 4]",3
1511,6125640072.jpg,people,"[3, 3, 3, 3, 3]",2
1512,8240113681.jpg,animals,"[3, 3, 4, 3, 3]",2
1513,6038097440.jpg,nature,"[3, 2, 3, 3, 3]",2
1514,7421546994.jpg,nature,"[3, 3, 3, 3, 3]",2
1515,3503723270.jpg,people,"[4, 2, 3, 4, 4]",2
1516,8198953918.jpg,people,"[4, 4, 4, 4, 3]",3
1517,6037086007.jpg,urban,"[3, 3, 4, 3, 4]",2
1518,2103437000.jpg,urban,"[2, 2, 2, 2, 2, 2]",1
1519,1308326183.jpg,nature,"[3, 3, 3, 4, 4]",2
1520,4468499111.jpg,nature,"[3, 3, 4, 3, 3]",2
1521,4097439877.jpg,nature,"[4, 3, 3, 3, 3]",2
1522,2698003467.jpg,nature,"[3, 3, 3, 3, 3]",2
1523,8534341680.jpg,animals,"[4, 4, 5, 4, 4]",3
1524,5998102775.jpg,animals,"[3, 3, 3, 3, 3, 4, 3]",2
1525,3462919756.jpg,urban,"[4, 4, 3, 3, 4]",3
1526,2514722367.jpg,urban,"[4, 3, 3, 3, 3]",2
1527,5419468880.jpg,people,"[3, 3, 4, 4, 3]",2
1528,6346487013.jpg,people,"[3, 3, 3, 3, 3]",2
1529,3832986403.jpg,urban,"[2, 3, 3, 3, 3]",2
